,時間,縣市,一般及機車竊盜,汽車竊盜,贓物,賭博,重傷害,一般傷害,詐欺背信,妨害自由,故意殺人,過失致死,駕駛過失,妨害家庭及婚姻,妨害風化,強制性交,共同強制性交,對幼性交,性交猥褻,重大恐嚇取財,一般恐嚇取財,擄人勒贖,侵占,偽造文書印文,第一級毒品,第二級毒品,第三級毒品,第四級毒品,毀棄損壞,妨害公務,妨害電腦使用,強盜,搶奪,內亂,重利,竊佔,偽造有價證券,妨害秩序,違反藥事法,違反國家總動員法,違反森林法,違反著作權法,違反專利法,違反商標法,公共危險,侵害墳墓屍體,妨害名譽,違反就業服務法,違反選罷法,妨害秘密,遺棄,違反貪污治罪條例,瀆職,懲治走私條例,妨害兵役,偽造貨幣,偽造度量衡,偽證,誣告,湮滅證據,藏匿頂替,脫逃,違反槍砲彈藥刀械管制條例,其他_x,其他_y
207,104年 12月,澎湖縣,4,0,0,2,0,8,14,5,1,0,1,1,0,0,0,0,1,0,0,0,2,0,0,3,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,18,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
208,105年,澎湖縣,124,8,3,22,0,85,121,35,0,1,40,2,1,5,0,0,2,0,0,0,7,6,4,99,7,0,20,9,0,0,0,0,2,4,2,0,6,0,0,0,0,8,323,0,17,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,56
209,105年 1月,澎湖縣,8,0,0,4,0,7,13,2,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
210,105年 2月,澎湖縣,8,3,0,8,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,105年 3月,澎湖縣,12,0,0,2,0,7,10,3,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
212,105年 4月,澎湖縣,8,0,0,0,0,6,2,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,8,3,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
213,105年 5月,澎湖縣,15,0,2,3,0,2,16,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
214,105年 6月,澎湖縣,14,0,0,2,0,7,8,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
215,105年 7月,澎湖縣,7,0,0,0,0,11,13,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7
216,105年 8月,澎湖縣,11,1,0,0,0,7,12,3,0,0,8,1,0,1,0,0,0,0,0,0,1,0,0,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
217,105年 9月,澎湖縣,15,0,1,0,0,5,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
218,105年 10月,澎湖縣,4,0,0,1,0,12,7,6,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6
219,105年 11月,澎湖縣,7,1,0,0,0,7,21,2,0,0,3,0,0,1,0,0,2,0,0,0,1,1,3,12,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
220,105年 12月,澎湖縣,15,3,0,2,0,7,9,3,0,0,6,1,0,1,0,0,0,0,0,0,1,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,89年,臺南市," 5,980 "," 1,061 ",93,193,3,724, 233 ,186,139,0, 306 ,74,112,84,3,25,37,2,291,5,84,335, 876 ," 1,906 ",2,0,99,48,0,171,95,0,224,21,1,5,4,0,0,153,21,59," 1,034 ",0,12,137,0,2,10,1,1,28,0,9,0,0,57,0,3,0,155,38,403
1,89年 1月,臺南市, 483 , 96 ,6,22,0,61, 14 ,17,9,0, 24 ,3,11,7,0,2,1,1,15,1,4,15, 58 , 246 ,1,0,11,6,0,26,6,0,8,1,0,0,1,0,0,16,2,7, 104 ,0,0,18,0,0,1,0,0,10,0,1,0,0,2,0,0,0,13,10,46
2,89年 2月,臺南市, 427 , 71 ,11,19,0,35, 17 ,10,14,0, 25 ,8,10,9,0,4,3,0,6,0,4,11, 107 , 298 ,0,0,5,3,0,15,12,0,4,3,0,0,0,0,0,6,0,3, 74 ,0,0,37,0,0,1,0,0,2,0,0,0,0,4,0,0,0,28,7,47
3,89年 3月,臺南市, 387 , 73 ,8,15,0,58, 17 ,11,8,0, 26 ,8,12,7,1,0,1,0,14,0,3,19, 32 , 118 ,0,0,8,3,0,7,5,0,14,2,0,1,1,0,0,16,2,22, 79 ,0,0,14,0,0,2,0,1,0,0,1,0,0,3,0,0,0,21,2,36
4,89年 4月,臺南市, 396 , 96 ,12,19,0,66, 17 ,15,7,0, 24 ,8,6,5,1,2,4,0,7,0,5,49, 47 , 146 ,0,0,6,6,0,16,5,0,12,1,0,0,1,0,0,4,2,4, 85 ,0,3,7,0,0,0,0,0,2,0,2,0,0,9,0,1,0,10,1,13
5,89年 5月,臺南市, 501 , 102 ,9,16,0,76, 14 ,14,15,0, 32 ,9,5,8,0,1,1,0,10,0,8,47, 66 , 158 ,1,0,6,7,0,14,4,0,30,1,0,1,1,0,0,20,1,2, 64 ,0,1,20,0,0,0,0,0,2,0,1,0,0,11,0,1,0,7,2,55
6,89年 6月,臺南市, 398 , 77 ,3,8,0,57, 14 ,15,10,0, 24 ,3,7,5,0,2,4,0,40,0,6,33, 64 , 146 ,0,0,7,1,0,15,5,0,26,3,0,0,0,0,0,9,3,0, 80 ,0,1,7,0,0,0,0,0,1,0,1,0,0,4,0,0,0,11,11,34
7,89年 7月,臺南市, 515 , 81 ,6,16,1,63, 13 ,22,16,0, 32 ,2,20,6,0,1,6,0,9,0,8,9, 85 , 139 ,0,0,7,8,0,9,3,0,10,0,0,0,0,0,0,9,2,1, 83 ,0,1,8,0,0,1,0,0,0,0,0,0,0,4,0,0,0,5,1,21
8,89年 8月,臺南市, 616 , 113 ,13,19,0,45, 20 ,19,17,0, 32 ,5,16,13,0,3,2,0,44,1,6,12, 73 , 121 ,0,0,12,2,0,19,4,0,6,2,0,0,0,0,0,14,2,1, 99 ,0,1,5,0,0,2,0,0,1,0,0,0,0,4,0,0,0,19,1,28
9,89年 9月,臺南市, 576 , 86 ,10,17,0,61, 29 ,17,9,0, 20 ,10,9,6,0,3,4,0,44,0,10,22, 60 , 108 ,0,0,10,6,0,10,4,0,6,2,1,0,0,0,0,16,4,4, 79 ,0,3,5,0,0,1,0,0,6,0,1,0,0,8,0,0,0,7,1,26
10,89年 10月,臺南市, 526 , 88 ,5,13,1,67, 27 ,18,12,0, 11 ,5,3,9,1,4,3,1,65,0,14,49, 93 , 126 ,0,0,13,1,0,20,17,0,26,2,0,2,0,0,0,13,0,7, 85 ,0,1,3,0,1,2,1,0,2,0,0,0,0,2,0,0,0,10,0,50
11,89年 11月,臺南市, 587 , 95 ,6,14,0,77, 26 ,16,11,0, 31 ,7,6,4,0,1,6,0,14,2,12,43, 99 , 177 ,0,0,7,3,0,13,15,0,42,3,0,1,0,0,0,9,1,7, 91 ,0,0,7,0,1,0,0,0,2,0,2,0,0,3,0,0,0,18,0,19
12,89年 12月,臺南市, 568 , 83 ,4,15,1,58, 25 ,12,11,0, 25 ,6,7,5,0,2,2,0,23,1,4,26, 92 , 123 ,0,0,7,2,0,7,15,0,40,1,0,0,0,0,0,21,2,1, 111 ,0,1,6,0,0,0,0,0,0,0,0,0,0,3,0,1,0,6,2,28
13,90年,臺南市," 7,384 "," 1,605 ",96,202,2,826, 200 ,189,118,5, 276 ,65,202,142,3,21,61,0,215,2,109,159," 1,002 ", 969 ,1,0,110,35,0,211,214,0,72,20,9,8,2,0,0,248,5,25," 1,452 ",1,13,165,12,2,7,0,0,11,0,34,0,1,79,2,1,0,128,219,345
14,90年 1月,臺南市, 762 , 101 ,9,18,0,50, 11 ,21,9,0, 21 ,7,4,15,0,0,6,0,37,1,8,16, 90 , 123 ,0,0,9,3,0,25,17,0,12,2,1,0,0,0,0,21,0,1, 150 ,0,1,9,0,0,1,0,0,2,0,1,0,0,6,0,0,0,13,4,32
15,90年 2月,臺南市, 641 , 87 ,9,18,0,74, 19 ,9,11,0, 24 ,2,11,6,0,1,3,0,22,0,3,27, 79 , 92 ,1,0,11,1,0,19,47,0,5,0,1,0,0,0,0,8,0,0, 108 ,0,2,23,0,0,0,0,0,1,0,5,0,0,6,0,0,0,19,2,14
16,90年 3月,臺南市, 508 , 106 ,8,17,1,65, 17 ,16,11,0, 21 ,13,6,17,1,1,3,0,2,0,12,7, 78 , 114 ,0,0,6,3,0,8,17,0,2,0,1,0,0,0,0,38,1,5, 98 ,0,1,11,0,0,1,0,0,1,0,4,0,0,7,0,0,0,8,3,15
17,90年 4月,臺南市, 504 , 124 ,20,9,0,62, 11 ,11,9,1, 19 ,4,15,5,0,5,5,0,7,1,7,5, 78 , 97 ,0,0,10,3,0,18,4,0,4,4,2,0,1,0,0,25,0,2, 105 ,0,0,5,0,0,1,0,0,3,0,5,0,0,7,0,0,0,12,3,26
18,90年 5月,臺南市, 521 , 134 ,6,15,0,81, 25 ,11,18,0, 23 ,6,12,12,1,0,5,0,7,0,11,14, 89 , 110 ,0,0,6,3,0,24,14,0,2,4,0,0,0,0,0,29,0,2, 137 ,0,0,15,0,0,1,0,0,0,0,4,0,0,3,0,1,0,10,4,19
19,90年 6月,臺南市, 468 , 183 ,14,15,0,63, 13 ,11,10,0, 21 ,4,16,7,0,1,4,0,9,0,11,12, 65 , 65 ,0,0,9,1,0,12,17,0,19,1,1,1,0,0,0,17,2,3, 113 ,0,1,18,0,0,1,0,0,1,0,6,0,0,6,0,0,0,5,4,23
20,90年 7月,臺南市, 727 , 182 ,5,9,0,83, 7 ,8,11,1, 20 ,7,22,12,0,1,4,0,10,0,11,8, 65 , 85 ,0,0,12,4,0,13,2,0,2,2,0,1,1,0,0,11,1,1, 132 ,1,1,11,0,0,1,0,0,1,0,1,0,0,5,0,0,0,8,32,28
21,90年 8月,臺南市, 686 , 120 ,2,29,0,66, 13 ,18,9,0, 25 ,3,37,23,1,3,7,0,34,0,8,16, 92 , 68 ,0,0,6,2,0,26,23,0,5,0,1,1,0,0,0,18,0,1, 127 ,0,3,17,0,1,0,0,0,1,0,3,0,0,8,1,0,0,8,30,46
22,90年 9月,臺南市, 614 , 134 ,3,23,0,77, 20 ,25,7,2, 13 ,5,20,10,0,3,4,0,16,0,13,10, 95 , 73 ,0,0,9,6,0,16,24,0,10,2,1,1,0,0,0,17,0,4, 131 ,0,1,10,0,1,0,0,0,0,0,3,0,0,11,0,0,0,13,53,41
23,90年 10月,臺南市, 823 , 108 ,8,15,0,79, 28 ,18,6,0, 26 ,6,15,11,0,1,10,0,15,0,7,11, 101 , 66 ,0,0,12,2,0,21,17,0,3,0,0,1,0,0,0,27,1,4, 127 ,0,2,12,1,0,0,0,0,0,0,2,0,0,9,1,0,0,10,22,35
24,90年 11月,臺南市, 651 , 162 ,10,16,0,65, 20 ,18,10,1, 31 ,6,25,16,0,4,8,0,15,0,8,15, 99 , 37 ,0,0,8,3,0,18,22,0,3,3,1,2,0,0,0,21,0,0, 121 ,0,0,25,4,0,0,0,0,1,0,0,0,1,5,0,0,0,10,39,43
25,90年 12月,臺南市, 479 , 164 ,2,18,1,61, 16 ,23,7,0, 32 ,2,19,8,0,1,2,0,41,0,10,18, 71 , 39 ,0,0,12,4,0,11,10,0,5,2,0,1,0,0,0,16,0,2, 103 ,0,1,9,7,0,1,0,0,0,0,0,0,0,6,0,0,0,12,23,23
26,91年,臺南市," 8,662 "," 1,813 ",92,205,1,739, 389 ,164,128,7, 249 ,38,210,124,1,18,31,3,372,5,140,168, 941 , 370 ,6,0,80,20,0,247,193,0,74,18,25,2,1,0,1,134,8,52," 1,330 ",0,32,18,107,1,1,1,2,6,12,17,0,0,55,1,1,0,113,233,597
27,91年 1月,臺南市, 494 , 191 ,9,33,1,52, 14 ,10,11,0, 18 ,4,23,10,0,2,1,0,2,0,3,7, 52 , 27 ,0,0,7,2,0,6,4,0,4,0,3,1,0,0,0,17,2,3, 121 ,0,2,9,37,0,0,0,0,3,0,5,0,0,4,0,0,0,7,5,26
28,91年 2月,臺南市," 1,115 ", 225 ,13,22,0,41, 13 ,12,8,1, 19 ,4,21,10,1,1,5,0,62,0,14,16, 93 , 42 ,0,0,5,4,0,35,24,0,5,0,3,0,0,0,0,14,0,3, 112 ,0,2,3,6,0,0,1,0,0,0,4,0,0,1,0,0,0,12,21,37
29,91年 3月,臺南市, 539 , 144 ,3,33,0,64, 9 ,11,7,0, 21 ,2,17,7,0,2,3,0,37,0,6,13, 67 , 37 ,0,0,11,0,0,23,4,0,12,1,3,0,0,0,0,20,0,0, 126 ,0,1,2,0,0,0,0,1,0,0,1,0,0,4,0,0,0,13,18,50
30,91年 4月,臺南市, 645 , 148 ,12,13,0,75, 17 ,16,7,1, 28 ,3,17,11,0,1,3,0,42,1,5,12, 96 , 44 ,0,0,9,2,0,35,5,0,13,2,3,1,0,0,0,8,0,0, 127 ,0,3,1,0,0,0,0,0,0,0,1,0,0,9,0,0,0,8,30,28
31,91年 5月,臺南市, 583 , 111 ,10,15,0,48, 78 ,14,7,1, 13 ,2,14,10,0,2,2,0,6,1,7,9, 76 , 26 ,0,0,6,1,0,10,18,0,1,1,2,0,0,0,1,10,0,0, 117 ,0,0,0,2,1,0,0,0,0,1,2,0,0,3,0,0,0,10,15,30
32,91年 6月,臺南市, 660 , 122 ,10,8,0,52, 26 ,16,4,0, 20 ,6,15,7,0,1,2,0,20,0,11,11, 61 , 24 ,0,0,1,2,0,9,23,0,5,0,1,0,0,0,0,10,0,11, 79 ,0,4,0,54,0,0,0,1,0,0,2,0,0,3,0,0,0,4,23,49
33,91年 7月,臺南市, 869 , 110 ,11,12,0,65, 22 ,13,12,1, 40 ,4,24,12,0,2,7,0,18,1,18,15, 61 , 20 ,1,0,6,3,0,27,36,0,3,1,1,0,0,0,0,11,0,3, 97 ,0,3,1,7,0,0,0,0,1,0,0,0,0,1,1,0,0,11,22,50
34,91年 8月,臺南市, 818 , 149 ,3,19,0,73, 44 ,19,9,0, 20 ,3,35,7,0,2,2,0,44,0,16,19, 83 , 35 ,1,0,8,0,0,20,7,0,0,2,0,0,0,0,0,11,1,4, 99 ,0,5,0,0,0,0,0,0,0,2,1,0,0,11,0,0,0,7,21,71
35,91年 9月,臺南市, 532 , 143 ,7,12,0,68, 26 ,15,14,1, 17 ,1,5,8,0,1,1,1,32,2,23,15, 100 , 31 ,0,0,7,0,0,18,13,0,4,1,2,0,0,0,0,9,1,8, 99 ,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,16,17,52
36,91年 10月,臺南市," 1,054 ", 165 ,4,21,0,89, 32 ,12,20,1, 18 ,2,12,27,0,1,3,1,57,0,17,18, 81 , 35 ,2,0,9,3,0,27,12,0,3,0,2,0,0,0,0,10,2,5, 133 ,0,6,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,12,27,74
37,91年 11月,臺南市, 811 , 178 ,5,10,0,52, 54 ,8,19,0, 21 ,5,11,6,0,1,1,0,15,0,10,11, 77 , 27 ,2,0,3,3,0,30,35,0,2,2,1,0,0,0,0,4,0,4, 107 ,0,3,1,0,0,1,0,0,1,3,0,0,0,7,0,1,0,6,20,72
38,91年 12月,臺南市, 542 , 127 ,5,7,0,60, 54 ,18,10,1, 14 ,2,16,9,0,2,1,1,37,0,10,22, 94 , 22 ,0,0,8,0,0,7,12,0,22,8,4,0,1,0,0,10,2,11, 113 ,0,2,1,0,0,0,0,0,1,5,1,0,0,7,0,0,0,7,14,58
39,92年,臺南市," 8,441 "," 1,586 ",152,143,2,672," 1,063 ",125,119,4, 260 ,34,160,112,7,21,29,2,334,2,195,218," 1,090 ", 397 ,7,0,80,27,0,257,196,0,350,15,14,3,6,0,3,103,5,58," 1,858 ",0,38,4,2,2,4,0,2,1,36,27,0,0,66,2,0,0,134,264,960
40,92年 1月,臺南市, 897 , 183 ,6,13,0,63, 45 ,8,18,0, 18 ,2,15,15,0,0,5,0,20,0,12,22, 125 , 42 ,0,0,6,1,0,22,63,0,12,3,3,0,1,0,3,24,2,4, 147 ,0,2,0,1,0,0,0,1,0,8,2,0,0,5,0,0,0,16,22,106
41,92年 2月,臺南市, 651 , 161 ,4,18,1,53, 90 ,3,8,0, 24 ,1,19,17,2,0,0,0,68,0,17,15, 73 , 75 ,0,0,6,2,0,6,12,0,26,0,2,0,3,0,0,14,2,5, 224 ,0,3,1,0,0,1,0,0,0,9,1,0,0,6,0,0,0,8,21,80
42,92年 3月,臺南市, 642 , 106 ,11,15,0,48, 57 ,11,11,1, 25 ,0,15,4,0,4,1,0,16,0,19,19, 83 , 21 ,0,0,8,3,0,8,14,0,11,0,4,0,1,0,0,12,1,2, 161 ,0,1,0,1,0,1,0,0,0,6,3,0,0,5,1,0,0,6,15,55
43,92年 4月,臺南市, 876 , 160 ,7,21,0,60, 35 ,11,16,0, 24 ,6,9,13,1,2,6,0,21,0,13,20, 91 , 47 ,1,0,8,2,0,24,18,0,3,1,1,0,1,0,0,8,0,2, 135 ,0,3,0,0,0,1,0,0,0,3,2,0,0,7,1,0,0,9,27,73
44,92年 5月,臺南市, 721 , 130 ,3,15,0,45, 56 ,11,11,0, 15 ,3,6,5,0,3,3,0,9,0,10,20, 69 , 16 ,0,0,10,2,0,32,24,0,6,1,4,0,0,0,0,6,0,0, 103 ,0,1,0,0,0,0,0,0,0,1,2,0,0,8,0,0,0,19,21,66
45,92年 6月,臺南市, 908 , 135 ,1,20,1,68, 156 ,14,15,0, 23 ,3,16,15,0,1,2,0,15,0,19,22, 107 , 29 ,2,0,7,0,0,33,11,0,30,1,0,1,0,0,0,3,0,0, 181 ,0,5,1,0,1,0,0,0,1,4,6,0,0,10,0,0,0,8,8,88
46,92年 7月,臺南市, 717 , 142 ,6,15,0,84, 85 ,6,7,0, 36 ,5,32,4,1,2,3,1,30,1,17,26, 105 , 33 ,1,0,5,4,0,30,7,0,27,6,0,1,0,0,0,5,0,3, 154 ,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,14,28,97
47,92年 8月,臺南市, 634 , 144 ,3,7,0,61, 39 ,18,9,1, 30 ,2,21,14,0,2,3,0,9,0,16,23, 90 , 23 ,2,0,13,4,0,38,5,0,92,0,0,0,0,0,0,7,0,18, 133 ,0,9,1,0,0,1,0,1,0,1,0,0,0,3,0,0,0,8,20,79
48,92年 9月,臺南市, 642 , 139 ,30,10,0,52, 128 ,7,6,0, 21 ,4,7,4,2,0,0,0,14,1,21,8, 85 , 26 ,0,0,3,1,0,19,21,0,36,1,0,0,0,0,0,3,0,4, 129 ,0,1,0,0,0,0,0,0,0,2,2,0,0,5,0,0,0,8,30,57
49,92年 10月,臺南市, 694 , 123 ,71,5,0,47, 145 ,12,5,1, 16 ,3,6,4,1,2,1,1,48,0,20,16, 119 , 32 ,0,0,6,1,0,29,9,0,19,1,0,1,0,0,0,3,0,8, 155 ,0,2,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,14,18,68
50,92年 11月,臺南市, 539 , 80 ,5,1,0,38, 140 ,15,5,0, 19 ,5,7,10,0,2,4,0,7,0,17,14, 75 , 24 ,0,0,4,3,0,8,1,0,23,1,0,0,0,0,0,5,0,2, 144 ,0,5,1,0,0,0,0,0,0,2,2,0,0,8,0,0,0,11,34,106
51,92年 12月,臺南市, 520 , 83 ,5,3,0,53, 87 ,9,8,1, 9 ,0,7,7,0,3,1,0,77,0,14,13, 68 , 29 ,1,0,4,4,0,8,11,0,65,0,0,0,0,0,0,13,0,10, 192 ,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13,20,85
52,93年,臺南市," 7,614 "," 1,054 ",165,129,1,443, 861 ,85,77,4, 217 ,19,134,120,5,12,40,0,251,4,101,155," 1,544 ", 491 ,14,0,62,21,0,183,168,0,251,10,3,1,0,0,1,62,0,79," 1,642 ",0,20,1,35,2,5,0,0,1,12,16,0,0,55,0,4,0,179,224,945
53,93年 1月,臺南市, 606 , 95 ,4,5,0,37, 68 ,3,3,0, 11 ,2,15,10,1,2,3,0,40,1,17,8, 89 , 31 ,0,0,4,2,0,16,6,0,58,0,1,0,0,0,0,4,0,12, 154 ,0,1,0,1,0,0,0,0,0,2,1,0,0,4,0,1,0,13,38,101
54,93年 2月,臺南市, 572 , 81 ,3,20,0,39, 60 ,8,3,1, 19 ,1,19,9,0,2,6,0,4,1,10,21, 93 , 30 ,2,0,7,0,0,33,9,0,46,0,0,0,0,0,0,5,0,7, 163 ,0,1,0,1,0,0,0,0,0,4,1,0,0,5,0,1,0,11,13,123
55,93年 3月,臺南市, 587 , 65 ,88,38,0,31, 73 ,5,3,0, 12 ,4,6,8,0,0,3,0,25,0,17,15, 113 , 35 ,2,0,7,1,0,6,6,0,24,0,0,0,0,0,0,4,0,3, 129 ,0,3,0,3,0,2,0,0,0,1,3,0,0,7,0,0,0,13,12,84
56,93年 4月,臺南市, 526 , 89 ,49,5,0,35, 33 ,8,3,0, 8 ,0,13,9,2,0,1,0,16,0,6,25, 131 , 27 ,1,0,3,3,0,7,7,0,2,0,1,0,0,0,1,5,0,3, 107 ,0,1,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,9,21,68
57,93年 5月,臺南市, 569 , 85 ,3,6,1,48, 85 ,8,9,0, 22 ,2,14,4,0,1,4,0,37,0,7,9, 135 , 30 ,0,0,5,1,0,6,15,0,45,2,0,0,0,0,0,4,0,6, 154 ,0,2,0,0,2,0,0,0,1,1,3,0,0,3,0,0,0,11,15,58
58,93年 6月,臺南市, 697 , 94 ,1,11,0,26, 117 ,12,7,0, 17 ,2,7,12,0,0,3,0,6,0,8,14, 111 , 21 ,1,0,3,2,0,10,16,0,25,0,0,0,0,0,0,5,0,2, 117 ,0,1,1,0,0,0,0,0,0,1,1,0,0,4,0,0,0,11,15,74
59,93年 7月,臺南市, 686 , 62 ,0,4,0,38, 98 ,5,10,1, 23 ,1,19,12,2,1,5,0,4,0,5,11, 145 , 42 ,1,0,5,3,0,10,3,0,30,0,0,0,0,0,0,4,0,3, 123 ,0,3,0,0,0,1,0,0,0,1,1,0,0,5,0,0,0,23,28,64
60,93年 8月,臺南市, 631 , 89 ,2,8,0,28, 77 ,11,7,0, 18 ,1,9,10,0,0,0,0,5,1,7,7, 146 , 47 ,4,0,7,1,0,12,24,0,2,0,0,0,0,0,0,12,0,17, 118 ,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,11,13,97
61,93年 9月,臺南市, 790 , 100 ,0,12,0,32, 82 ,6,7,1, 17 ,0,10,11,0,1,3,0,15,0,7,15, 130 , 43 ,1,0,5,1,0,24,46,0,4,1,0,0,0,0,0,6,0,11, 140 ,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,28,21,64
62,93年 10月,臺南市, 675 , 112 ,6,8,0,41, 37 ,5,11,0, 25 ,1,7,10,0,0,3,0,44,0,4,11, 162 , 57 ,1,0,3,2,0,20,12,0,4,3,0,1,0,0,0,4,0,8, 152 ,0,3,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,15,14,80
63,93年 11月,臺南市, 641 , 97 ,5,10,0,41, 68 ,9,7,0, 22 ,4,9,13,0,2,4,0,2,1,9,9, 154 , 68 ,0,0,8,1,0,22,14,0,5,3,0,0,0,0,0,7,0,3, 150 ,0,1,0,5,0,0,0,0,0,0,2,0,0,3,0,1,0,22,19,57
64,93年 12月,臺南市, 634 , 85 ,4,2,0,47, 63 ,5,7,1, 23 ,1,6,12,0,3,5,0,53,0,4,10, 135 , 60 ,1,0,5,4,0,17,10,0,6,1,1,0,0,0,0,2,0,4, 135 ,0,1,0,25,0,1,0,0,0,0,0,0,0,4,0,1,0,12,15,75
65,94年,臺南市," 8,354 "," 1,257 ",64,113,5,492," 2,056 ",137,54,6, 253 ,23,126,147,1,18,44,1,88,2,112,133," 1,809 ", 702 ,24,0,85,29,56,230,200,0,163,28,4,1,1,0,0,53,0,91," 1,683 ",0,31,1,59,2,11,0,1,0,2,15,0,0,38,0,1,2,171,138,819
66,94年 1月,臺南市, 780 , 123 ,3,12,0,33, 82 ,8,6,0, 11 ,2,5,8,0,0,0,0,31,1,9,13, 146 , 46 ,3,0,11,3,5,28,19,0,2,1,1,0,0,0,0,4,0,0, 138 ,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,21,63
67,94年 2月,臺南市, 545 , 60 ,5,12,0,31, 92 ,6,4,0, 8 ,1,5,2,0,0,2,0,4,0,10,7, 101 , 64 ,0,0,4,3,2,13,11,0,1,1,0,0,0,0,0,4,0,5, 118 ,0,2,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,22,28,45
68,94年 3月,臺南市, 767 , 107 ,5,9,1,46, 279 ,9,4,2, 19 ,1,10,7,0,0,2,0,1,0,6,12, 128 , 40 ,1,0,6,2,5,17,3,0,4,2,0,0,0,0,0,5,0,3, 129 ,0,3,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,19,15,76
69,94年 4月,臺南市, 993 , 88 ,1,8,0,30, 156 ,1,3,0, 26 ,1,13,10,0,1,6,0,5,0,10,11, 156 , 70 ,1,0,5,5,3,40,7,0,17,0,1,0,0,0,0,2,0,8, 138 ,0,1,1,1,0,1,0,0,0,0,1,0,0,3,0,0,0,12,12,46
70,94年 5月,臺南市, 741 , 90 ,5,11,0,36, 184 ,8,3,1, 11 ,1,8,17,0,3,4,0,4,0,9,9, 170 , 71 ,2,0,7,3,5,8,29,0,16,6,0,0,0,0,0,3,0,10, 165 ,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,13,15,60
71,94年 6月,臺南市, 626 , 85 ,14,5,1,44, 169 ,11,4,0, 30 ,3,11,26,1,2,4,0,14,0,3,7, 151 , 59 ,4,0,5,1,4,10,8,0,16,2,0,0,0,0,0,7,0,13, 120 ,0,3,0,1,0,2,0,0,0,0,2,0,0,3,0,0,0,10,16,62
72,94年 7月,臺南市, 691 , 118 ,9,4,1,38, 210 ,18,6,1, 26 ,2,31,9,0,2,2,0,4,0,11,14, 162 , 52 ,6,0,9,1,10,7,8,0,21,2,0,0,0,0,0,6,0,7, 133 ,0,2,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,15,7,61
